tau_s,tau_m,answerable_retention,unanswerable_refusal,balanced_abstention_accuracy
-4.0,4.0,0.9781818181818182,0.8,0.8890909090909092
-4.0,4.5,0.9709090909090909,0.8666666666666667,0.9187878787878788
-4.0,5.0,0.96,0.8666666666666667,0.9133333333333333
-3.5,-5.0,0.9963636363636363,0.8,0.8981818181818182
-3.5,-4.5,0.9963636363636363,0.8,0.8981818181818182
-3.5,-4.0,0.9963636363636363,0.8,0.8981818181818182
-3.5,-3.5,0.9963636363636363,0.8,0.8981818181818182
-3.5,-3.0,0.9963636363636363,0.8,0.8981818181818182
-3.5,-2.5,0.9963636363636363,0.8,0.8981818181818182
-3.5,-2.0,0.9963636363636363,0.8,0.8981818181818182
-3.5,-1.5,0.9963636363636363,0.8,0.8981818181818182
-3.5,-1.0,0.9963636363636363,0.8,0.8981818181818182
-3.5,-0.5,0.9963636363636363,0.8,0.8981818181818182
-3.5,0.0,0.9963636363636363,0.8,0.8981818181818182
-3.5,0.5,0.9963636363636363,0.8,0.8981818181818182
-3.5,1.0,0.9927272727272727,0.8333333333333334,0.9130303030303031
-3.5,1.5,0.9927272727272727,0.8333333333333334,0.9130303030303031
-3.5,2.0,0.9927272727272727,0.8333333333333334,0.9130303030303031
-3.5,2.5,0.9927272727272727,0.8333333333333334,0.9130303030303031
-3.5,3.0,0.9927272727272727,0.8666666666666667,0.9296969696969697
-3.5,3.5,0.9854545454545455,0.8666666666666667,0.926060606060606
-3.5,4.0,0.9781818181818182,0.8666666666666667,0.9224242424242424
-3.5,4.5,0.9709090909090909,0.9,0.9354545454545455
-3.5,5.0,0.96,0.9,0.9299999999999999
-3.0,-5.0,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-4.5,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-4.0,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-3.5,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-3.0,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-2.5,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-2.0,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-1.5,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-1.0,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,-0.5,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,0.0,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,0.5,0.9890909090909091,0.8666666666666667,0.927878787878788
-3.0,1.0,0.9890909090909091,0.9,0.9445454545454546
-3.0,1.5,0.9890909090909091,0.9,0.9445454545454546
-3.0,2.0,0.9890909090909091,0.9,0.9445454545454546
-3.0,2.5,0.9890909090909091,0.9,0.9445454545454546
-3.0,3.0,0.9890909090909091,0.9333333333333333,0.9612121212121212
-3.0,3.5,0.9818181818181818,0.9333333333333333,0.9575757575757575
-3.0,4.0,0.9745454545454545,0.9333333333333333,0.9539393939393939
-3.0,4.5,0.9672727272727273,0.9333333333333333,0.9503030303030303
-3.0,5.0,0.96,0.9333333333333333,0.9466666666666667
-2.5,-5.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,-4.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,-4.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,-3.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,-3.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,-2.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,-2.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,-1.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,-1.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,-0.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,0.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,0.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,1.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,1.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,2.0,0.9854545454545455,0.9,0.9427272727272727
-2.5,2.5,0.9854545454545455,0.9,0.9427272727272727
-2.5,3.0,0.9854545454545455,0.9333333333333333,0.9593939393939395
-2.5,3.5,0.9781818181818182,0.9333333333333333,0.9557575757575758
-2.5,4.0,0.9709090909090909,0.9333333333333333,0.9521212121212121
